customer_id,recency,frequency,monetary,R_score,F_score,M_score,rfm_score,rfm_total,segment
C00518,137,5,39222.49,2,3,4,234,9,Potential Loyalist
C00519,43,3,20831.68,4,2,2,422,8,New Customers
C00520,346,2,11646.21,1,1,2,112,4,Lost
C00521,10,7,52974.23,5,3,4,534,12,Loyal Customers
C00522,15,19,118891.98,5,5,5,555,15,Champions
C00523,48,25,146384.48,3,5,5,355,13,Loyal Customers
C00524,118,1,4834.96,2,1,1,211,4,Lost
C00525,209,5,16115.95,2,3,2,232,7,Potential Loyalist
C00526,496,3,29258.37,1,2,3,123,6,Potential Loyalist
C00527,64,10,55626.39,3,4,4,344,11,Loyal Customers
C00528,393,2,2253.03,1,1,1,111,3,Lost
C00529,351,4,26639.3,1,2,3,123,6,Potential Loyalist
C00530,87,1,2298.33,2,1,1,211,4,Lost
C00531,86,3,15768.62,2,2,2,222,6,Lost
C00532,50,8,27942.91,3,4,3,343,10,Loyal Customers
C00533,22,14,74004.83,4,5,5,455,14,Champions
C00534,9,3,29536.1,5,2,3,523,10,New Customers
C00535,10,34,214763.98,5,5,5,555,15,Champions
C00536,181,5,45132.29,2,3,4,234,9,Potential Loyalist
C00537,58,16,60269.83,3,5,4,354,12,Loyal Customers
C00538,38,14,96471.22,4,5,5,455,14,Champions
C00539,9,14,59569.6,5,5,4,554,14,Champions
C00540,49,1,1038.43,3,1,1,311,5,Potential Loyalist
C00542,203,5,44085.63,2,3,4,234,9,Potential Loyalist
C00543,38,14,45946.58,4,5,4,454,13,Champions
C00544,311,5,39006.54,1,3,4,134,8,Potential Loyalist
C00545,55,5,24820.78,3,3,3,333,9,Loyal Customers
C00546,58,11,73794.66,3,4,5,345,12,Loyal Customers
C00547,4,4,23261.87,5,2,3,523,10,New Customers
C00548,68,1,15732.33,3,1,2,312,6,Potential Loyalist
C00549,79,12,76158.92,3,5,5,355,13,Loyal Customers
C00550,1,5,35480.21,5,3,3,533,11,Loyal Customers
C00551,47,4,20152.39,3,2,2,322,7,Potential Loyalist
C00552,90,12,96822.51,2,5,5,255,12,At Risk
C00553,78,2,2735.11,3,1,1,311,5,Potential Loyalist
C00554,85,16,63970.26,2,5,5,255,12,At Risk
C00555,383,1,4130.58,1,1,1,111,3,Lost
C00557,5,14,90201.43,5,5,5,555,15,Champions
C00558,105,4,37691.46,2,2,4,224,8,Potential Loyalist
C00559,197,8,32803.14,2,4,3,243,9,At Risk
C00560,39,9,64390.67,4,4,5,445,13,Champions
C00561,239,5,28300.02,1,3,3,133,7,Potential Loyalist
C00562,46,7,49024.75,3,3,4,334,10,Loyal Customers
C00563,36,8,22440.42,4,4,3,443,11,Loyal Customers
C00564,32,3,15234.94,4,2,2,422,8,New Customers
C00565,275,4,14456.04,1,2,2,122,5,Lost
C00566,11,3,8489.93,5,2,1,521,8,New Customers
C00567,35,15,113989.48,4,5,5,455,14,Champions
C00568,488,2,24568.94,1,1,3,113,5,Potential Loyalist
C00569,13,16,73844.92,5,5,5,555,15,Champions
C00570,120,12,32318.52,2,5,3,253,10,At Risk
C00571,35,9,48104.93,4,4,4,444,12,Champions
C00572,115,9,46087.81,2,4,4,244,10,At Risk
C00574,17,8,28688.48,5,4,3,543,12,Loyal Customers
C00575,366,3,21664.32,1,2,2,122,5,Lost
C00577,160,6,27545.91,2,3,3,233,8,Potential Loyalist
C00578,246,3,5939.61,1,2,1,121,4,Lost
C00579,157,2,14165.1,2,1,2,212,5,Lost
C00580,9,39,219283.77,5,5,5,555,15,Champions
C00581,249,3,6310.91,1,2,1,121,4,Lost
C00582,65,9,47497.36,3,4,4,344,11,Loyal Customers
C00583,54,8,43009.18,3,4,4,344,11,Loyal Customers
C00584,235,6,51682.71,1,3,4,134,8,Potential Loyalist
C00585,71,13,90702.42,3,5,5,355,13,Loyal Customers
C00586,17,8,34589.98,5,4,3,543,12,Loyal Customers
C00587,111,6,24536.04,2,3,3,233,8,Potential Loyalist
C00588,223,4,25195.45,1,2,3,123,6,Potential Loyalist
C00589,379,2,43191.61,1,1,4,114,6,Potential Loyalist
C00590,38,6,20941.32,4,3,2,432,9,Loyal Customers
C00591,7,10,62504.62,5,4,5,545,14,Champions
C00592,1,40,243559.9,5,5,5,555,15,Champions
C00593,14,13,69128.27,5,5,5,555,15,Champions
C00594,213,3,12329.97,2,2,2,222,6,Lost
C00595,177,4,23345.13,2,2,3,223,7,Potential Loyalist
C00596,1,32,194131.12,5,5,5,555,15,Champions
C00597,200,2,5411.87,2,1,1,211,4,Lost
C00598,81,5,35389.47,3,3,3,333,9,Loyal Customers
C00599,442,4,8645.93,1,2,1,121,4,Lost
C00600,28,8,38459.59,4,4,4,444,12,Champions
C00601,7,14,67480.82,5,5,5,555,15,Champions
C00602,55,8,33538.84,3,4,3,343,10,Loyal Customers
C00603,128,8,54335.27,2,4,4,244,10,At Risk
C00605,405,2,4219.12,1,1,1,111,3,Lost
C00606,11,18,162016.54,5,5,5,555,15,Champions
C00607,21,6,30595.3,4,3,3,433,10,Loyal Customers
C00608,415,3,16507.71,1,2,2,122,5,Lost
C00609,38,8,36594.85,4,4,3,443,11,Loyal Customers
C00610,111,2,12275.68,2,1,2,212,5,Lost
C00611,74,6,47877.01,3,3,4,334,10,Loyal Customers
C00612,98,7,22692.88,2,3,3,233,8,Potential Loyalist
C00613,11,6,40484.73,5,3,4,534,12,Loyal Customers
C00614,26,18,76769.53,4,5,5,455,14,Champions
C00615,87,5,10675.09,2,3,2,232,7,Potential Loyalist
C00616,663,3,23510.93,1,2,3,123,6,Potential Loyalist
C00617,53,4,6679.14,3,2,1,321,6,Potential Loyalist
C00618,3,10,79989.97,5,4,5,545,14,Champions
C00619,6,19,63066.92,5,5,5,555,15,Champions
C00620,53,8,42332.25,3,4,4,344,11,Loyal Customers
C00622,68,1,11472.78,3,1,2,312,6,Potential Loyalist
C00623,65,5,18162.59,3,3,2,332,8,Loyal Customers
C00624,6,6,10879.94,5,3,2,532,10,Loyal Customers
C00625,378,1,3793.9,1,1,1,111,3,Lost
C00626,48,3,8345.68,3,2,1,321,6,Potential Loyalist
C00627,35,2,9892.9,4,1,1,411,6,New Customers
C00628,15,7,19700.52,5,3,2,532,10,Loyal Customers
C00629,72,4,8049.53,3,2,1,321,6,Potential Loyalist
C00630,60,6,20196.17,3,3,2,332,8,Loyal Customers
C00631,127,15,45839.74,2,5,4,254,11,At Risk
C00632,23,9,42301.64,4,4,4,444,12,Champions
C00633,126,7,15205.14,2,3,2,232,7,Potential Loyalist
C00634,194,1,26064.86,2,1,3,213,6,Potential Loyalist
C00635,29,4,61840.03,4,2,4,424,10,New Customers
C00636,83,21,107220.39,2,5,5,255,12,At Risk
C00637,72,9,44426.01,3,4,4,344,11,Loyal Customers
C00638,39,5,10279.85,4,3,2,432,9,Loyal Customers
C00639,206,3,14947.3,2,2,2,222,6,Lost
C00640,297,3,3497.92,1,2,1,121,4,Lost
C00641,357,9,67391.36,1,4,5,145,10,At Risk
C00642,503,1,5699.59,1,1,1,111,3,Lost
C00643,19,14,48468.44,5,5,4,554,14,Champions
C00644,35,3,18605.55,4,2,2,422,8,New Customers
C00645,1,17,69657.36,5,5,5,555,15,Champions
C00646,27,13,78141.24,4,5,5,455,14,Champions
C00648,143,3,19691.39,2,2,2,222,6,Lost
C00649,52,3,18163.12,3,2,2,322,7,Potential Loyalist
C00650,56,16,57901.78,3,5,4,354,12,Loyal Customers
C00651,50,7,25156.35,3,3,3,333,9,Loyal Customers
C00652,68,2,9363.56,3,1,1,311,5,Potential Loyalist
C00653,46,6,12094.92,3,3,2,332,8,Loyal Customers
C00654,15,9,55775.45,5,4,4,544,13,Champions
C00655,159,4,10270.29,2,2,2,222,6,Lost
C00656,68,10,29425.27,3,4,3,343,10,Loyal Customers
C00657,34,14,68900.42,4,5,5,455,14,Champions
C00658,14,8,22247.47,5,4,3,543,12,Loyal Customers
C00659,49,5,12075.56,3,3,2,332,8,Loyal Customers
C00660,59,9,48951.26,3,4,4,344,11,Loyal Customers
C00661,40,12,58334.29,4,5,4,454,13,Champions
C00662,7,9,81048.19,5,4,5,545,14,Champions
C00663,31,7,45318.71,4,3,4,434,11,Loyal Customers
C00664,48,5,18855.06,3,3,2,332,8,Loyal Customers
C00665,387,2,33171.29,1,1,3,113,5,Potential Loyalist
C00666,182,4,18015.27,2,2,2,222,6,Lost
C00667,115,8,45704.38,2,4,4,244,10,At Risk
C00668,52,11,43497.06,3,4,4,344,11,Loyal Customers
C00669,16,7,25456.49,5,3,3,533,11,Loyal Customers
C00670,1,26,82477.92,5,5,5,555,15,Champions
C00672,12,13,72979.96,5,5,5,555,15,Champions
C00674,457,2,9399.23,1,1,1,111,3,Lost
C00675,37,13,66435.1,4,5,5,455,14,Champions
C00676,30,4,33570.1,4,2,3,423,9,New Customers
C00677,43,4,11611.72,4,2,2,422,8,New Customers
C00678,48,3,15617.83,3,2,2,322,7,Potential Loyalist
C00679,128,8,39098.97,2,4,4,244,10,At Risk
C00680,62,7,76847.22,3,3,5,335,11,Loyal Customers
C00681,261,4,9329.52,1,2,1,121,4,Lost
C00682,34,5,60980.63,4,3,4,434,11,Loyal Customers
C00683,65,5,16432.77,3,3,2,332,8,Loyal Customers
C00684,43,21,104966.08,4,5,5,455,14,Champions
C00685,138,2,2131.46,2,1,1,211,4,Lost
C00686,5,19,140466.33,5,5,5,555,15,Champions
C00687,64,2,15528.18,3,1,2,312,6,Potential Loyalist
C00688,71,3,8850.18,3,2,1,321,6,Potential Loyalist
C00689,129,5,23818.98,2,3,3,233,8,Potential Loyalist
C00690,29,7,52732.4,4,3,4,434,11,Loyal Customers
C00691,4,12,77514.7,5,5,5,555,15,Champions
C00692,56,6,64714.09,3,3,5,335,11,Loyal Customers
C00693,8,43,166559.61,5,5,5,555,15,Champions
C00694,115,8,27751.48,2,4,3,243,9,At Risk
C00695,64,11,96422.69,3,4,5,345,12,Loyal Customers
C00696,62,18,49661.01,3,5,4,354,12,Loyal Customers
C00697,379,2,15194.13,1,1,2,112,4,Lost
C00698,16,26,139977.76,5,5,5,555,15,Champions
C00699,451,1,5361.59,1,1,1,111,3,Lost
C00700,57,6,15359.65,3,3,2,332,8,Loyal Customers
C00701,72,29,123782.78,3,5,5,355,13,Loyal Customers
C00702,14,10,49758.32,5,4,4,544,13,Champions
C00703,23,5,19389.29,4,3,2,432,9,Loyal Customers
C00704,33,5,18731.77,4,3,2,432,9,Loyal Customers
C00705,176,2,7589.29,2,1,1,211,4,Lost
C00706,6,10,32485.14,5,4,3,543,12,Loyal Customers
C00707,18,6,37346.3,5,3,4,534,12,Loyal Customers
C00708,239,2,16499.05,1,1,2,112,4,Lost
C00709,221,3,7679.58,1,2,1,121,4,Lost
C00711,115,6,53659.11,2,3,4,234,9,Potential Loyalist
C00712,50,5,22608.31,3,3,3,333,9,Loyal Customers
C00713,71,22,90191.86,3,5,5,355,13,Loyal Customers
C00714,14,26,169082.73,5,5,5,555,15,Champions
C00715,141,12,65901.23,2,5,5,255,12,At Risk
C00716,183,1,4770.9,2,1,1,211,4,Lost
C00717,17,23,105186.74,5,5,5,555,15,Champions
C00718,337,1,801.36,1,1,1,111,3,Lost
C00719,72,9,47289.31,3,4,4,344,11,Loyal Customers
C00720,47,6,29740.9,3,3,3,333,9,Loyal Customers
C00722,129,15,74651.26,2,5,5,255,12,At Risk
C00723,18,22,92739.11,5,5,5,555,15,Champions
C00724,6,7,76019.49,5,3,5,535,13,Loyal Customers
C00725,44,15,88854.2,3,5,5,355,13,Loyal Customers
C00726,4,14,82211.92,5,5,5,555,15,Champions
C00727,253,5,24699.53,1,3,3,133,7,Potential Loyalist
C00728,32,14,73234.57,4,5,5,455,14,Champions
C00729,410,1,2999.28,1,1,1,111,3,Lost
C00730,7,9,71089.21,5,4,5,545,14,Champions
C00731,276,2,8500.36,1,1,1,111,3,Lost
C00732,388,1,5822.14,1,1,1,111,3,Lost
C00733,67,6,46214.7,3,3,4,334,10,Loyal Customers
C00734,18,14,108511.62,5,5,5,555,15,Champions
C00735,21,2,8260.73,4,1,1,411,6,New Customers
C00736,309,1,725.86,1,1,1,111,3,Lost
C00737,13,7,26416.22,5,3,3,533,11,Loyal Customers
C00738,12,19,95080.39,5,5,5,555,15,Champions
C00739,34,4,9628.48,4,2,1,421,7,New Customers
C00740,2,4,14071.3,5,2,2,522,9,New Customers
C00742,103,1,14042.83,2,1,2,212,5,Lost
C00743,225,3,42846.08,1,2,4,124,7,Potential Loyalist
C00744,55,4,14974.4,3,2,2,322,7,Potential Loyalist
C00745,60,6,38387.74,3,3,4,334,10,Loyal Customers
C00746,577,1,721.22,1,1,1,111,3,Lost
C00747,80,2,5629.75,3,1,1,311,5,Potential Loyalist
C00748,14,29,117285.35,5,5,5,555,15,Champions
C00749,20,8,16442.81,4,4,2,442,10,Loyal Customers
C00750,102,3,28551.37,2,2,3,223,7,Potential Loyalist
C00752,122,4,23480.71,2,2,3,223,7,Potential Loyalist
C00753,1,9,49130.91,5,4,4,544,13,Champions
C00754,10,15,73859.95,5,5,5,555,15,Champions
C00755,88,3,5217.01,2,2,1,221,5,Lost
C00756,52,7,18100.86,3,3,2,332,8,Loyal Customers
C00757,17,7,38908.8,5,3,4,534,12,Loyal Customers
C00758,17,49,186163.33,5,5,5,555,15,Champions
C00759,93,10,36182.76,2,4,3,243,9,At Risk
C00760,51,13,71352.39,3,5,5,355,13,Loyal Customers
C00761,13,16,85031.66,5,5,5,555,15,Champions
C00762,73,14,77163.25,3,5,5,355,13,Loyal Customers
C00763,446,1,6250.72,1,1,1,111,3,Lost
C00764,309,2,7922.12,1,1,1,111,3,Lost
C00765,3,16,77617.55,5,5,5,555,15,Champions
C00766,12,1,2435.93,5,1,1,511,7,New Customers
C00767,272,3,3469.06,1,2,1,121,4,Lost
C00768,33,4,14714.2,4,2,2,422,8,New Customers
C00769,319,4,69036.02,1,2,5,125,8,Potential Loyalist
C00770,95,12,37982.64,2,5,4,254,11,At Risk
C00771,66,11,46505.58,3,4,4,344,11,Loyal Customers
C00772,29,4,37724.01,4,2,4,424,10,New Customers
C00773,99,2,2965.48,2,1,1,211,4,Lost
C00774,82,10,60674.25,3,4,4,344,11,Loyal Customers
C00775,90,8,26528.81,2,4,3,243,9,At Risk
C00776,3,11,43968.17,5,4,4,544,13,Champions
C00777,20,16,78944.66,4,5,5,455,14,Champions
C00778,73,2,5140.16,3,1,1,311,5,Potential Loyalist
C00779,20,4,12919.19,4,2,2,422,8,New Customers
C00780,11,5,55748.78,5,3,4,534,12,Loyal Customers
C00781,215,5,12406.46,2,3,2,232,7,Potential Loyalist
C00782,64,22,78109.44,3,5,5,355,13,Loyal Customers
C00783,81,4,8061.84,3,2,1,321,6,Potential Loyalist
C00784,32,2,21182.43,4,1,2,412,7,New Customers
C00785,4,8,31563.88,5,4,3,543,12,Loyal Customers
C00786,71,1,3180.6,3,1,1,311,5,Potential Loyalist
C00787,237,9,40137.32,1,4,4,144,9,At Risk
C00788,456,1,10694.29,1,1,2,112,4,Lost
C00789,36,3,8402.93,4,2,1,421,7,New Customers
C00790,138,2,4724.13,2,1,1,211,4,Lost
C00791,123,1,1581.66,2,1,1,211,4,Lost
C00792,398,4,34039.04,1,2,3,123,6,Potential Loyalist
C00793,213,5,28353.96,2,3,3,233,8,Potential Loyalist
C00794,75,6,48881.92,3,3,4,334,10,Loyal Customers
C00795,53,6,40396.18,3,3,4,334,10,Loyal Customers
C00796,45,7,39533.18,3,3,4,334,10,Loyal Customers
C00797,28,27,122208.2,4,5,5,455,14,Champions
C00798,367,1,3903.46,1,1,1,111,3,Lost
C00799,215,3,38448.5,2,2,4,224,8,Potential Loyalist
C00800,44,7,41968.12,3,3,4,334,10,Loyal Customers
C00801,236,6,28008.74,1,3,3,133,7,Potential Loyalist
C00802,64,5,25352.05,3,3,3,333,9,Loyal Customers
C00803,232,4,12677.43,1,2,2,122,5,Lost
C00804,25,3,12585.72,4,2,2,422,8,New Customers
C00805,229,2,3299.96,1,1,1,111,3,Lost
C00806,211,2,21262.8,2,1,2,212,5,Lost
C00808,42,6,29854.64,4,3,3,433,10,Loyal Customers
C00809,10,7,18493.97,5,3,2,532,10,Loyal Customers
C00810,66,8,11489.17,3,4,2,342,9,Loyal Customers
C00811,482,1,3721.56,1,1,1,111,3,Lost
C00812,77,7,57000.72,3,3,4,334,10,Loyal Customers
C00813,7,9,35288.69,5,4,3,543,12,Loyal Customers
C00814,2,11,26664.79,5,4,3,543,12,Loyal Customers
C00815,246,4,18483.98,1,2,2,122,5,Lost
C00816,99,2,15792.93,2,1,2,212,5,Lost
C00817,79,10,46040.55,3,4,4,344,11,Loyal Customers
C00818,55,4,18695.26,3,2,2,322,7,Potential Loyalist
C00819,431,1,9971.46,1,1,1,111,3,Lost
C00820,14,14,42661.02,5,5,4,554,14,Champions
C00821,2,7,43430.92,5,3,4,534,12,Loyal Customers
C00822,300,6,25499.05,1,3,3,133,7,Potential Loyalist
C00823,10,14,75612.91,5,5,5,555,15,Champions
C00824,35,7,44145.5,4,3,4,434,11,Loyal Customers
C00825,110,5,32205.71,2,3,3,233,8,Potential Loyalist
C00826,54,10,30736.23,3,4,3,343,10,Loyal Customers
C00827,58,8,66833.0,3,4,5,345,12,Loyal Customers
C00828,163,2,30644.61,2,1,3,213,6,Potential Loyalist
C00829,274,2,20307.33,1,1,2,112,4,Lost
C00830,187,4,10300.17,2,2,2,222,6,Lost
C00831,359,3,14126.86,1,2,2,122,5,Lost
C00832,159,11,74873.33,2,4,5,245,11,At Risk
C00833,11,6,43988.03,5,3,4,534,12,Loyal Customers
C00834,23,17,67048.55,4,5,5,455,14,Champions
C00835,33,6,31129.91,4,3,3,433,10,Loyal Customers
C00836,27,7,37922.64,4,3,4,434,11,Loyal Customers
C00837,225,3,13294.65,1,2,2,122,5,Lost
C00838,1,4,26430.44,5,2,3,523,10,New Customers
C00839,19,5,15719.64,5,3,2,532,10,Loyal Customers
C00840,612,1,1351.76,1,1,1,111,3,Lost
C00841,7,3,13032.27,5,2,2,522,9,New Customers
C00842,371,5,31332.92,1,3,3,133,7,Potential Loyalist
C00843,286,1,16688.16,1,1,2,112,4,Lost
C00844,20,5,15329.96,4,3,2,432,9,Loyal Customers
C00845,219,5,16285.99,1,3,2,132,6,Potential Loyalist
C00846,9,2,5906.48,5,1,1,511,7,New Customers
C00847,84,17,51850.93,2,5,4,254,11,At Risk
C00848,21,18,115276.87,4,5,5,455,14,Champions
C00849,3,34,203214.17,5,5,5,555,15,Champions
C00850,52,5,17460.84,3,3,2,332,8,Loyal Customers
C00851,499,1,2417.48,1,1,1,111,3,Lost
C00852,108,11,46609.1,2,4,4,244,10,At Risk
C00853,138,7,23676.68,2,3,3,233,8,Potential Loyalist
C00854,4,4,30369.65,5,2,3,523,10,New Customers
C00855,132,6,16354.01,2,3,2,232,7,Potential Loyalist
C00856,88,7,24632.54,2,3,3,233,8,Potential Loyalist
C00858,34,1,4870.88,4,1,1,411,6,New Customers
C00859,73,11,44507.22,3,4,4,344,11,Loyal Customers
C00860,182,3,13582.26,2,2,2,222,6,Lost
C00861,5,14,76332.17,5,5,5,555,15,Champions
C00862,46,7,102005.46,3,3,5,335,11,Loyal Customers
C00863,493,2,7751.65,1,1,1,111,3,Lost
C00864,3,31,150429.74,5,5,5,555,15,Champions
C00865,4,3,11477.98,5,2,2,522,9,New Customers
C00866,173,3,14628.07,2,2,2,222,6,Lost
C00867,55,4,14358.32,3,2,2,322,7,Potential Loyalist
C00868,29,8,36478.76,4,4,3,443,11,Loyal Customers
C00869,33,1,1607.48,4,1,1,411,6,New Customers
C00870,179,6,41794.57,2,3,4,234,9,Potential Loyalist
C00871,252,4,32115.99,1,2,3,123,6,Potential Loyalist
C00872,149,4,15070.24,2,2,2,222,6,Lost
C00873,25,15,97889.71,4,5,5,455,14,Champions
C00874,5,10,29430.08,5,4,3,543,12,Loyal Customers
C00875,19,5,27589.68,5,3,3,533,11,Loyal Customers
C00876,16,14,91766.21,5,5,5,555,15,Champions
C00877,561,1,1089.22,1,1,1,111,3,Lost
C00878,505,3,7622.85,1,2,1,121,4,Lost
C00879,387,2,6409.23,1,1,1,111,3,Lost
C00880,19,20,103324.81,5,5,5,555,15,Champions
C00881,14,17,129432.19,5,5,5,555,15,Champions
C00882,288,3,6241.76,1,2,1,121,4,Lost
C00884,435,6,34312.79,1,3,3,133,7,Potential Loyalist
C00885,18,2,56564.61,5,1,4,514,10,New Customers
C00886,86,3,13192.12,2,2,2,222,6,Lost
C00887,427,2,11710.78,1,1,2,112,4,Lost
C00888,18,5,14257.48,5,3,2,532,10,Loyal Customers
C00889,5,6,23843.57,5,3,3,533,11,Loyal Customers
C00890,545,1,16271.45,1,1,2,112,4,Lost
C00891,112,7,45218.57,2,3,4,234,9,Potential Loyalist
C00892,21,12,58490.91,4,5,4,454,13,Champions
C00893,43,7,34797.38,4,3,3,433,10,Loyal Customers
C00894,9,15,88026.38,5,5,5,555,15,Champions
C00895,25,6,27600.78,4,3,3,433,10,Loyal Customers
C00896,64,10,87360.41,3,4,5,345,12,Loyal Customers
C00897,57,1,7614.63,3,1,1,311,5,Potential Loyalist
C00898,445,2,13356.79,1,1,2,112,4,Lost
C00899,3,15,114666.47,5,5,5,555,15,Champions
C00900,398,1,27202.0,1,1,3,113,5,Potential Loyalist
C00901,126,4,14841.0,2,2,2,222,6,Lost
C00902,64,4,15117.87,3,2,2,322,7,Potential Loyalist
C00903,166,7,30940.52,2,3,3,233,8,Potential Loyalist
C00904,111,2,7993.17,2,1,1,211,4,Lost
C00906,370,2,1292.68,1,1,1,111,3,Lost
C00907,127,6,56993.91,2,3,4,234,9,Potential Loyalist
C00908,56,16,132518.97,3,5,5,355,13,Loyal Customers
C00909,23,15,80721.78,4,5,5,455,14,Champions
C00910,31,2,17711.89,4,1,2,412,7,New Customers
C00911,78,5,19229.61,3,3,2,332,8,Loyal Customers
C00912,211,9,26711.67,2,4,3,243,9,At Risk
C00913,192,4,15454.12,2,2,2,222,6,Lost
C00914,60,7,49210.69,3,3,4,334,10,Loyal Customers
C00915,4,21,133570.06,5,5,5,555,15,Champions
C00916,157,7,25975.91,2,3,3,233,8,Potential Loyalist
C00917,132,5,26294.09,2,3,3,233,8,Potential Loyalist
C00918,79,3,3635.98,3,2,1,321,6,Potential Loyalist
C00919,272,9,41613.11,1,4,4,144,9,At Risk
C00920,123,6,19806.99,2,3,2,232,7,Potential Loyalist
C00921,96,12,53491.89,2,5,4,254,11,At Risk
C00922,140,1,5229.92,2,1,1,211,4,Lost
C00923,100,4,16853.26,2,2,2,222,6,Lost
C00925,89,5,25819.84,2,3,3,233,8,Potential Loyalist
C00926,82,9,25906.93,3,4,3,343,10,Loyal Customers
C00927,129,8,53015.24,2,4,4,244,10,At Risk
C00928,67,6,17838.61,3,3,2,332,8,Loyal Customers
C00929,24,11,101799.47,4,4,5,445,13,Champions
C00930,691,1,526.63,1,1,1,111,3,Lost
C00931,19,21,88464.77,5,5,5,555,15,Champions
C00932,134,6,18847.37,2,3,2,232,7,Potential Loyalist
C00933,43,25,192644.18,4,5,5,455,14,Champions
C00934,76,3,24325.38,3,2,3,323,8,Potential Loyalist
C00935,249,3,18221.88,1,2,2,122,5,Lost
C00936,13,25,127634.81,5,5,5,555,15,Champions
C00937,32,25,115023.43,4,5,5,455,14,Champions
C00938,95,3,31377.44,2,2,3,223,7,Potential Loyalist
C00939,371,5,23644.88,1,3,3,133,7,Potential Loyalist
C00940,53,7,40023.46,3,3,4,334,10,Loyal Customers
C00941,512,1,3970.45,1,1,1,111,3,Lost
C00942,36,1,3435.35,4,1,1,411,6,New Customers
C00943,36,14,74469.67,4,5,5,455,14,Champions
C00944,69,2,36362.34,3,1,3,313,7,Potential Loyalist
C00946,59,3,32282.31,3,2,3,323,8,Potential Loyalist
C00947,28,17,84961.51,4,5,5,455,14,Champions
C00948,321,4,4758.56,1,2,1,121,4,Lost
C00949,18,15,50580.06,5,5,4,554,14,Champions
C00950,67,6,38097.4,3,3,4,334,10,Loyal Customers
C00951,16,8,61631.52,5,4,4,544,13,Champions
C00952,18,3,18617.57,5,2,2,522,9,New Customers
C00953,206,2,1386.5,2,1,1,211,4,Lost
C00954,22,3,11223.9,4,2,2,422,8,New Customers
C00955,46,10,29425.34,3,4,3,343,10,Loyal Customers
C00956,22,22,75096.97,4,5,5,455,14,Champions
C00957,34,11,45712.24,4,4,4,444,12,Champions
C00958,21,11,38243.92,4,4,4,444,12,Champions
C00959,18,5,63125.47,5,3,5,535,13,Loyal Customers
C00960,265,10,67694.2,1,4,5,145,10,At Risk
C00961,4,13,71880.18,5,5,5,555,15,Champions
C00962,9,7,40553.53,5,3,4,534,12,Loyal Customers
C00963,31,8,41112.63,4,4,4,444,12,Champions
C00964,174,5,27485.2,2,3,3,233,8,Potential Loyalist
C00965,10,6,34708.06,5,3,3,533,11,Loyal Customers
C00966,284,4,25535.0,1,2,3,123,6,Potential Loyalist
C00967,208,3,12349.26,2,2,2,222,6,Lost
C00969,23,4,12112.32,4,2,2,422,8,New Customers
C00970,54,16,98879.92,3,5,5,355,13,Loyal Customers
C00971,412,2,16394.24,1,1,2,112,4,Lost
C00972,3,7,27794.18,5,3,3,533,11,Loyal Customers
C00973,65,5,14067.05,3,3,2,332,8,Loyal Customers
C00974,17,13,71598.89,5,5,5,555,15,Champions
C00975,14,9,61359.37,5,4,4,544,13,Champions
C00976,27,14,73237.01,4,5,5,455,14,Champions
C00977,78,14,85587.26,3,5,5,355,13,Loyal Customers
C00978,117,7,72419.49,2,3,5,235,10,Potential Loyalist
C00979,56,2,3468.18,3,1,1,311,5,Potential Loyalist
C00980,28,8,31413.55,4,4,3,443,11,Loyal Customers
C00982,371,2,11777.95,1,1,2,112,4,Lost
C00983,10,5,28882.47,5,3,3,533,11,Loyal Customers
C00984,281,3,5289.55,1,2,1,121,4,Lost
C00985,26,7,46983.43,4,3,4,434,11,Loyal Customers
C00986,71,3,21835.32,3,2,3,323,8,Potential Loyalist
C00987,40,8,32171.92,4,4,3,443,11,Loyal Customers
C00988,121,7,28232.17,2,3,3,233,8,Potential Loyalist
C00989,35,12,70940.58,4,5,5,455,14,Champions
C00990,23,6,66666.13,4,3,5,435,12,Loyal Customers
C00991,274,3,6064.36,1,2,1,121,4,Lost
C00992,73,6,21125.8,3,3,2,332,8,Loyal Customers
C00993,22,33,157582.19,4,5,5,455,14,Champions
C00994,19,27,111803.95,5,5,5,555,15,Champions
C00995,4,13,64498.62,5,5,5,555,15,Champions
C00996,43,3,6955.77,4,2,1,421,7,New Customers
C00997,147,7,36281.36,2,3,3,233,8,Potential Loyalist
C00998,29,11,42123.03,4,4,4,444,12,Champions
C00999,245,2,9900.61,1,1,1,111,3,Lost
C01000,225,2,13583.55,1,1,2,112,4,Lost
C01001,50,8,31031.46,3,4,3,343,10,Loyal Customers
C01002,383,5,62313.62,1,3,5,135,9,Potential Loyalist
C01004,56,9,72550.69,3,4,5,345,12,Loyal Customers
C01005,17,43,253069.31,5,5,5,555,15,Champions
C01006,251,5,21444.28,1,3,2,132,6,Potential Loyalist
C01007,101,3,11969.99,2,2,2,222,6,Lost
C01008,6,19,87252.67,5,5,5,555,15,Champions
C01009,302,1,5363.64,1,1,1,111,3,Lost
C01010,79,17,104305.53,3,5,5,355,13,Loyal Customers
C01011,163,2,10182.86,2,1,1,211,4,Lost
C01013,126,4,10650.75,2,2,2,222,6,Lost
C01014,81,8,29349.29,3,4,3,343,10,Loyal Customers
C01015,10,9,58780.49,5,4,4,544,13,Champions
C01017,428,1,2417.48,1,1,1,111,3,Lost
C01018,23,11,45075.92,4,4,4,444,12,Champions
C01019,208,4,21349.42,2,2,2,222,6,Lost
