order_id,date_id,customer_id,store_id,product_id,quantity,unit_price,discount_pct,gross_revenue,discount_amount,net_revenue,profit,margin_pct
ORD006605,20250320,C00916,S01,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD006606,20241003,C00916,S01,P0018,3,585.14,0,1755.42,0.0,1755.42,747.09,42.56
ORD006606,20241003,C00916,S01,P0014,1,668.87,0,668.87,0.0,668.87,260.24,38.91
ORD006606,20241003,C00916,S01,P0013,1,1448.2,0,1448.2,0.0,1448.2,417.55,28.83
ORD006607,20240621,C00916,S01,P0010,1,1590.3,0,1590.3,0.0,1590.3,694.94,43.7
ORD006608,20240721,C00916,S01,P0023,1,445.07,0,445.07,0.0,445.07,141.31,31.75
ORD006608,20240721,C00916,S01,P0017,3,1607.48,0,4822.44,0.0,4822.44,1745.58,36.2
ORD006608,20240721,C00916,S01,P0003,1,3328.98,0,3328.98,0.0,3328.98,975.27,29.3
ORD006609,20250822,C00917,S06,P0008,1,4597.53,15,4597.53,689.63,3907.9,820.62,21.0
ORD006609,20250822,C00917,S06,P0011,2,3591.63,0,7183.26,0.0,7183.26,1869.24,26.02
ORD006609,20250822,C00917,S06,P0014,2,668.87,5,1337.74,66.89,1270.85,453.59,35.69
ORD006609,20250822,C00917,S06,P0001,1,3435.35,5,3435.35,171.77,3263.58,1122.42,34.39
ORD006610,20240404,C00917,S06,P0013,1,1448.2,15,1448.2,217.23,1230.97,200.32,16.27
ORD006611,20240207,C00917,S06,P0006,2,477.0,0,954.0,0.0,954.0,316.26,33.15
ORD006611,20240207,C00917,S06,P0007,1,2115.17,5,2115.17,105.76,2009.41,826.42,41.13
ORD006612,20241007,C00917,S06,P0023,1,445.07,0,445.07,0.0,445.07,141.31,31.75
ORD006612,20241007,C00917,S06,P0019,1,801.36,5,801.36,40.07,761.29,241.18,31.68
ORD006613,20250426,C00917,S06,P0022,2,2417.48,15,4834.96,725.24,4109.72,1200.26,29.21
ORD006613,20250426,C00917,S06,P0021,1,766.11,0,766.11,0.0,766.11,205.42,26.81
ORD006613,20250426,C00917,S06,P0015,1,489.91,20,489.91,97.98,391.93,112.91,28.81
ORD006614,20251001,C00918,S04,P0020,1,931.98,5,931.98,46.6,885.38,366.38,41.38
ORD006615,20250519,C00918,S04,P0007,1,2115.17,0,2115.17,0.0,2115.17,932.18,44.07
ORD006616,20251014,C00918,S04,P0014,1,668.87,5,668.87,33.44,635.43,226.8,35.69
ORD006617,20250404,C00919,S04,P0022,2,2417.48,0,4834.96,0.0,4834.96,1925.5,39.82
ORD006617,20250404,C00919,S04,P0020,1,931.98,0,931.98,0.0,931.98,412.98,44.31
ORD006617,20250404,C00919,S04,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD006618,20240312,C00919,S04,P0002,1,12555.43,0,12555.43,0.0,12555.43,4504.71,35.88
ORD006619,20240511,C00919,S04,P0007,2,2115.17,0,4230.34,0.0,4230.34,1864.36,44.07
ORD006619,20240511,C00919,S04,P0005,2,623.81,0,1247.62,0.0,1247.62,433.12,34.72
ORD006619,20240511,C00919,S04,P0020,2,931.98,0,1863.96,0.0,1863.96,825.96,44.31
ORD006620,20241115,C00919,S04,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD006620,20241115,C00919,S04,P0007,1,2115.17,0,2115.17,0.0,2115.17,932.18,44.07
ORD006621,20241008,C00919,S04,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD006622,20240722,C00919,S04,P0018,1,585.14,0,585.14,0.0,585.14,249.03,42.56
ORD006622,20240722,C00919,S04,P0015,1,489.91,20,489.91,97.98,391.93,112.91,28.81
ORD006623,20240719,C00919,S04,P0018,1,585.14,5,585.14,29.26,555.88,219.77,39.54
ORD006623,20240719,C00919,S04,P0022,1,2417.48,0,2417.48,0.0,2417.48,962.75,39.82
ORD006624,20240702,C00919,S04,P0018,1,585.14,0,585.14,0.0,585.14,249.03,42.56
ORD006625,20241211,C00919,S04,P0012,1,4908.73,0,4908.73,0.0,4908.73,1260.92,25.69
ORD006626,20241218,C00920,S08,P0003,1,3328.98,0,3328.98,0.0,3328.98,975.27,29.3
ORD006626,20241218,C00920,S08,P0015,1,489.91,20,489.91,97.98,391.93,112.91,28.81
ORD006627,20241117,C00920,S08,P0022,2,2417.48,0,4834.96,0.0,4834.96,1925.5,39.82
ORD006628,20250831,C00920,S08,P0017,2,1607.48,0,3214.96,0.0,3214.96,1163.72,36.2
ORD006629,20250331,C00920,S08,P0005,2,623.81,15,1247.62,187.14,1060.48,245.98,23.2
ORD006629,20250331,C00920,S08,P0022,1,2417.48,5,2417.48,120.87,2296.61,841.88,36.66
ORD006630,20250115,C00920,S08,P0010,3,1590.3,15,4770.9,715.64,4055.26,1369.18,33.76
ORD006631,20240318,C00920,S08,P0005,1,623.81,0,623.81,0.0,623.81,216.56,34.72
ORD006632,20240502,C00921,S04,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD006632,20240502,C00921,S04,P0014,2,668.87,0,1337.74,0.0,1337.74,520.48,38.91
ORD006633,20240824,C00921,S04,P0016,1,764.06,5,764.06,38.2,725.86,201.07,27.7
ORD006633,20240824,C00921,S04,P0009,3,1860.78,0,5582.34,0.0,5582.34,2321.67,41.59
ORD006634,20241101,C00921,S04,P0019,1,801.36,10,801.36,80.14,721.22,201.11,27.88
ORD006635,20240309,C00921,S04,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD006635,20240309,C00921,S04,P0011,1,3591.63,5,3591.63,179.58,3412.05,755.04,22.13
ORD006636,20240315,C00921,S04,P0011,1,3591.63,5,3591.63,179.58,3412.05,755.04,22.13
ORD006636,20240315,C00921,S04,P0006,2,477.0,0,954.0,0.0,954.0,316.26,33.15
ORD006637,20250927,C00921,S04,P0021,1,766.11,0,766.11,0.0,766.11,205.42,26.81
ORD006638,20240630,C00921,S04,P0016,2,764.06,0,1528.12,0.0,1528.12,478.54,31.32
ORD006638,20240630,C00921,S04,P0009,1,1860.78,15,1860.78,279.12,1581.66,494.77,31.28
ORD006639,20241202,C00921,S04,P0018,1,585.14,0,585.14,0.0,585.14,249.03,42.56
ORD006639,20241202,C00921,S04,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD006640,20240410,C00921,S04,P0022,1,2417.48,0,2417.48,0.0,2417.48,962.75,39.82
ORD006641,20240818,C00921,S04,P0011,3,3591.63,0,10774.89,0.0,10774.89,2803.86,26.02
ORD006641,20240818,C00921,S04,P0001,3,3435.35,15,10306.05,1545.91,8760.14,2336.66,26.67
ORD006641,20240818,C00921,S04,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD006642,20241031,C00921,S04,P0014,2,668.87,15,1337.74,200.66,1137.08,319.82,28.13
ORD006643,20250703,C00921,S04,P0018,2,585.14,0,1170.28,0.0,1170.28,498.06,42.56
ORD006643,20250703,C00921,S04,P0023,3,445.07,0,1335.21,0.0,1335.21,423.93,31.75
ORD006644,20250814,C00922,S01,P0007,1,2115.17,0,2115.17,0.0,2115.17,932.18,44.07
ORD006644,20250814,C00922,S01,P0015,1,489.91,0,489.91,0.0,489.91,210.89,43.05
ORD006644,20250814,C00922,S01,P0016,1,764.06,0,764.06,0.0,764.06,239.27,31.32
ORD006644,20250814,C00922,S01,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD006645,20250313,C00923,S02,P0014,1,668.87,5,668.87,33.44,635.43,226.8,35.69
ORD006646,20250504,C00923,S02,P0010,2,1590.3,0,3180.6,0.0,3180.6,1389.88,43.7
ORD006647,20250923,C00923,S02,P0007,3,2115.17,15,6345.51,951.83,5393.68,1844.71,34.2
ORD006647,20250923,C00923,S02,P0008,1,4597.53,0,4597.53,0.0,4597.53,1510.25,32.85
ORD006648,20240815,C00923,S02,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD006648,20240815,C00923,S02,P0005,2,623.81,5,1247.62,62.38,1185.24,370.74,31.28
ORD006649,20240711,C00925,S04,P0015,2,489.91,15,979.82,146.97,832.85,274.81,33.0
ORD006650,20251004,C00925,S04,P0012,1,4908.73,10,4908.73,490.87,4417.86,770.05,17.43
ORD006651,20240426,C00925,S04,P0004,3,1517.39,0,4552.17,0.0,4552.17,1866.69,41.01
ORD006651,20240426,C00925,S04,P0008,1,4597.53,0,4597.53,0.0,4597.53,1510.25,32.85
ORD006652,20241231,C00925,S04,P0022,2,2417.48,0,4834.96,0.0,4834.96,1925.5,39.82
ORD006652,20241231,C00925,S04,P0010,1,1590.3,10,1590.3,159.03,1431.27,535.91,37.44
ORD006653,20241013,C00925,S04,P0012,1,4908.73,5,4908.73,245.44,4663.29,1015.48,21.78
ORD006653,20241013,C00925,S04,P0015,1,489.91,0,489.91,0.0,489.91,210.89,43.05
ORD006654,20250908,C00926,S08,P0016,1,764.06,20,764.06,152.81,611.25,86.46,14.14
ORD006655,20240930,C00926,S08,P0017,1,1607.48,0,1607.48,0.0,1607.48,581.86,36.2
ORD006656,20251011,C00926,S08,P0022,2,2417.48,0,4834.96,0.0,4834.96,1925.5,39.82
ORD006657,20240915,C00926,S08,P0008,1,4597.53,10,4597.53,459.75,4137.78,1050.5,25.39
ORD006658,20240806,C00926,S08,P0009,1,1860.78,20,1860.78,372.16,1488.62,401.73,26.99
ORD006659,20240618,C00926,S08,P0010,1,1590.3,0,1590.3,0.0,1590.3,694.94,43.7
ORD006659,20240618,C00926,S08,P0005,1,623.81,0,623.81,0.0,623.81,216.56,34.72
ORD006659,20240618,C00926,S08,P0011,1,3591.63,10,3591.63,359.16,3232.47,575.46,17.8
ORD006660,20240813,C00926,S08,P0020,1,931.98,5,931.98,46.6,885.38,366.38,41.38
ORD006661,20250209,C00926,S08,P0017,1,1607.48,0,1607.48,0.0,1607.48,581.86,36.2
ORD006661,20250209,C00926,S08,P0021,1,766.11,5,766.11,38.31,727.8,167.11,22.96
ORD006662,20240311,C00926,S08,P0010,2,1590.3,0,3180.6,0.0,3180.6,1389.88,43.7
ORD006662,20240311,C00926,S08,P0021,2,766.11,10,1532.22,153.22,1379.0,257.62,18.68
ORD006663,20241205,C00927,S05,P0022,1,2417.48,20,2417.48,483.5,1933.98,479.25,24.78
ORD006664,20250410,C00927,S05,P0022,1,2417.48,0,2417.48,0.0,2417.48,962.75,39.82
ORD006664,20250410,C00927,S05,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD006664,20250410,C00927,S05,P0016,1,764.06,10,764.06,76.41,687.65,162.86,23.68
ORD006665,20240301,C00927,S05,P0019,1,801.36,5,801.36,40.07,761.29,241.18,31.68
ORD006665,20240301,C00927,S05,P0012,2,4908.73,0,9817.46,0.0,9817.46,2521.84,25.69
ORD006666,20240116,C00927,S05,P0002,1,12555.43,10,12555.43,1255.54,11299.89,3249.17,28.75
ORD006667,20240530,C00927,S05,P0005,2,623.81,10,1247.62,124.76,1122.86,308.36,27.46
ORD006667,20240530,C00927,S05,P0003,1,3328.98,20,3328.98,665.8,2663.18,309.47,11.62
ORD006668,20250825,C00927,S05,P0021,1,766.11,0,766.11,0.0,766.11,205.42,26.81
ORD006668,20250825,C00927,S05,P0011,2,3591.63,0,7183.26,0.0,7183.26,1869.24,26.02
ORD006668,20250825,C00927,S05,P0007,1,2115.17,0,2115.17,0.0,2115.17,932.18,44.07
ORD006668,20250825,C00927,S05,P0019,1,801.36,0,801.36,0.0,801.36,281.25,35.1
ORD006669,20240920,C00927,S05,P0020,1,931.98,0,931.98,0.0,931.98,412.98,44.31
ORD006670,20250622,C00927,S05,P0011,2,3591.63,10,7183.26,718.33,6464.93,1150.91,17.8
ORD006670,20250622,C00927,S05,P0018,1,585.14,0,585.14,0.0,585.14,249.03,42.56
ORD006670,20250622,C00927,S05,P0019,2,801.36,0,1602.72,0.0,1602.72,562.5,35.1
ORD006671,20250909,C00928,S06,P0019,1,801.36,0,801.36,0.0,801.36,281.25,35.1
ORD006671,20250909,C00928,S06,P0016,1,764.06,0,764.06,0.0,764.06,239.27,31.32
ORD006672,20240103,C00928,S06,P0022,1,2417.48,0,2417.48,0.0,2417.48,962.75,39.82
ORD006673,20241216,C00928,S06,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD006673,20241216,C00928,S06,P0014,1,668.87,5,668.87,33.44,635.43,226.8,35.69
ORD006674,20240715,C00928,S06,P0017,1,1607.48,5,1607.48,80.37,1527.11,501.49,32.84
ORD006675,20250328,C00928,S06,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD006676,20251026,C00928,S06,P0003,2,3328.98,0,6657.96,0.0,6657.96,1950.54,29.3
ORD006676,20251026,C00928,S06,P0005,2,623.81,10,1247.62,124.76,1122.86,308.36,27.46
ORD006677,20241118,C00929,S04,P0017,1,1607.48,5,1607.48,80.37,1527.11,501.49,32.84
ORD006677,20241118,C00929,S04,P0012,2,4908.73,0,9817.46,0.0,9817.46,2521.84,25.69
ORD006678,20251026,C00929,S04,P0010,1,1590.3,0,1590.3,0.0,1590.3,694.94,43.7
ORD006679,20241015,C00929,S04,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD006679,20241015,C00929,S04,P0016,2,764.06,0,1528.12,0.0,1528.12,478.54,31.32
ORD006680,20251102,C00929,S04,P0006,1,477.0,20,477.0,95.4,381.6,62.73,16.44
ORD006680,20251102,C00929,S04,P0019,1,801.36,0,801.36,0.0,801.36,281.25,35.1
ORD006681,20251208,C00929,S04,P0008,2,4597.53,0,9195.06,0.0,9195.06,3020.5,32.85
ORD006682,20240304,C00929,S04,P0004,3,1517.39,0,4552.17,0.0,4552.17,1866.69,41.01
ORD006682,20240304,C00929,S04,P0013,2,1448.2,0,2896.4,0.0,2896.4,835.1,28.83
ORD006682,20240304,C00929,S04,P0005,1,623.81,0,623.81,0.0,623.81,216.56,34.72
ORD006682,20240304,C00929,S04,P0009,2,1860.78,0,3721.56,0.0,3721.56,1547.78,41.59
ORD006683,20240401,C00929,S04,P0004,1,1517.39,5,1517.39,75.87,1441.52,546.36,37.9
ORD006684,20251029,C00929,S04,P0017,1,1607.48,5,1607.48,80.37,1527.11,501.49,32.84
ORD006684,20251029,C00929,S04,P0008,3,4597.53,0,13792.59,0.0,13792.59,4530.75,32.85
ORD006685,20240127,C00929,S04,P0003,1,3328.98,0,3328.98,0.0,3328.98,975.27,29.3
ORD006685,20240127,C00929,S04,P0011,1,3591.63,20,3591.63,718.33,2873.3,216.29,7.53
ORD006685,20240127,C00929,S04,P0012,2,4908.73,0,9817.46,0.0,9817.46,2521.84,25.69
ORD006685,20240127,C00929,S04,P0013,2,1448.2,0,2896.4,0.0,2896.4,835.1,28.83
ORD006686,20250613,C00929,S04,P0002,1,12555.43,0,12555.43,0.0,12555.43,4504.71,35.88
ORD006686,20250613,C00929,S04,P0022,3,2417.48,0,7252.44,0.0,7252.44,2888.25,39.82
ORD006687,20241216,C00929,S04,P0012,1,4908.73,0,4908.73,0.0,4908.73,1260.92,25.69
ORD006687,20241216,C00929,S04,P0023,3,445.07,0,1335.21,0.0,1335.21,423.93,31.75
ORD006688,20240210,C00930,S04,P0018,1,585.14,10,585.14,58.51,526.63,190.52,36.18
ORD006689,20251210,C00931,S04,P0019,1,801.36,15,801.36,120.2,681.16,161.05,23.64
ORD006690,20241123,C00931,S04,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD006691,20250811,C00931,S04,P0006,2,477.0,15,954.0,143.1,810.9,173.16,21.35
ORD006691,20250811,C00931,S04,P0014,1,668.87,0,668.87,0.0,668.87,260.24,38.91
ORD006691,20250811,C00931,S04,P0001,3,3435.35,20,10306.05,2061.21,8244.84,1821.36,22.09
ORD006692,20250404,C00931,S04,P0017,1,1607.48,5,1607.48,80.37,1527.11,501.49,32.84
ORD006692,20250404,C00931,S04,P0015,1,489.91,5,489.91,24.5,465.41,186.39,40.05
ORD006692,20250404,C00931,S04,P0004,3,1517.39,0,4552.17,0.0,4552.17,1866.69,41.01
ORD006693,20240629,C00931,S04,P0014,1,668.87,5,668.87,33.44,635.43,226.8,35.69
ORD006693,20240629,C00931,S04,P0018,1,585.14,5,585.14,29.26,555.88,219.77,39.54
ORD006694,20250325,C00931,S04,P0009,1,1860.78,15,1860.78,279.12,1581.66,494.77,31.28
ORD006694,20250325,C00931,S04,P0012,1,4908.73,0,4908.73,0.0,4908.73,1260.92,25.69
ORD006695,20250430,C00931,S04,P0014,1,668.87,0,668.87,0.0,668.87,260.24,38.91
ORD006695,20250430,C00931,S04,P0005,1,623.81,0,623.81,0.0,623.81,216.56,34.72
ORD006696,20251213,C00931,S04,P0005,1,623.81,0,623.81,0.0,623.81,216.56,34.72
ORD006697,20240409,C00931,S04,P0020,1,931.98,0,931.98,0.0,931.98,412.98,44.31
ORD006697,20240409,C00931,S04,P0016,1,764.06,10,764.06,76.41,687.65,162.86,23.68
ORD006698,20251008,C00931,S04,P0023,1,445.07,0,445.07,0.0,445.07,141.31,31.75
ORD006699,20241102,C00931,S04,P0012,1,4908.73,5,4908.73,245.44,4663.29,1015.48,21.78
ORD006699,20241102,C00931,S04,P0008,2,4597.53,0,9195.06,0.0,9195.06,3020.5,32.85
ORD006700,20251010,C00931,S04,P0001,2,3435.35,0,6870.7,0.0,6870.7,2588.38,37.67
ORD006700,20251010,C00931,S04,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD006701,20240503,C00931,S04,P0014,1,668.87,5,668.87,33.44,635.43,226.8,35.69
ORD006701,20240503,C00931,S04,P0016,1,764.06,0,764.06,0.0,764.06,239.27,31.32
ORD006701,20240503,C00931,S04,P0002,1,12555.43,0,12555.43,0.0,12555.43,4504.71,35.88
ORD006702,20250810,C00931,S04,P0021,1,766.11,10,766.11,76.61,689.5,128.81,18.68
ORD006703,20240912,C00931,S04,P0020,1,931.98,5,931.98,46.6,885.38,366.38,41.38
ORD006704,20241001,C00931,S04,P0010,1,1590.3,0,1590.3,0.0,1590.3,694.94,43.7
ORD006705,20251130,C00931,S04,P0012,1,4908.73,0,4908.73,0.0,4908.73,1260.92,25.69
ORD006706,20240407,C00931,S04,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD006707,20250122,C00931,S04,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD006708,20250219,C00931,S04,P0008,1,4597.53,15,4597.53,689.63,3907.9,820.62,21.0
ORD006709,20250116,C00931,S04,P0012,1,4908.73,0,4908.73,0.0,4908.73,1260.92,25.69
ORD006709,20250116,C00931,S04,P0020,2,931.98,0,1863.96,0.0,1863.96,825.96,44.31
ORD006710,20241222,C00932,S04,P0019,1,801.36,0,801.36,0.0,801.36,281.25,35.1
ORD006711,20240504,C00932,S04,P0019,1,801.36,0,801.36,0.0,801.36,281.25,35.1
ORD006712,20241115,C00932,S04,P0002,1,12555.43,20,12555.43,2511.09,10044.34,1993.62,19.85
ORD006713,20250105,C00932,S04,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD006714,20250413,C00932,S04,P0013,3,1448.2,0,4344.6,0.0,4344.6,1252.65,28.83
ORD006714,20250413,C00932,S04,P0020,1,931.98,0,931.98,0.0,931.98,412.98,44.31
ORD006715,20250820,C00932,S04,P0017,1,1607.48,10,1607.48,160.75,1446.73,421.11,29.11
ORD006716,20240917,C00933,S05,P0010,3,1590.3,0,4770.9,0.0,4770.9,2084.82,43.7
ORD006717,20240128,C00933,S05,P0015,1,489.91,0,489.91,0.0,489.91,210.89,43.05
ORD006718,20251106,C00933,S05,P0001,1,3435.35,15,3435.35,515.3,2920.05,778.89,26.67
ORD006718,20251106,C00933,S05,P0019,3,801.36,0,2404.08,0.0,2404.08,843.75,35.1
ORD006719,20250921,C00933,S05,P0020,1,931.98,0,931.98,0.0,931.98,412.98,44.31
ORD006720,20250121,C00933,S05,P0001,3,3435.35,0,10306.05,0.0,10306.05,3882.57,37.67
ORD006721,20240730,C00933,S05,P0007,3,2115.17,0,6345.51,0.0,6345.51,2796.54,44.07
ORD006721,20240730,C00933,S05,P0008,2,4597.53,5,9195.06,459.75,8735.31,2560.75,29.31
ORD006722,20240927,C00933,S05,P0020,1,931.98,0,931.98,0.0,931.98,412.98,44.31
ORD006723,20240408,C00933,S05,P0015,1,489.91,0,489.91,0.0,489.91,210.89,43.05
ORD006724,20241003,C00933,S05,P0008,1,4597.53,0,4597.53,0.0,4597.53,1510.25,32.85
ORD006725,20250927,C00933,S05,P0012,1,4908.73,0,4908.73,0.0,4908.73,1260.92,25.69
ORD006725,20250927,C00933,S05,P0021,1,766.11,0,766.11,0.0,766.11,205.42,26.81
ORD006726,20250818,C00933,S05,P0022,3,2417.48,0,7252.44,0.0,7252.44,2888.25,39.82
ORD006726,20250818,C00933,S05,P0023,1,445.07,0,445.07,0.0,445.07,141.31,31.75
ORD006727,20241111,C00933,S05,P0003,1,3328.98,10,3328.98,332.9,2996.08,642.37,21.44
ORD006727,20241111,C00933,S05,P0014,2,668.87,0,1337.74,0.0,1337.74,520.48,38.91
ORD006727,20241111,C00933,S05,P0013,2,1448.2,0,2896.4,0.0,2896.4,835.1,28.83
ORD006727,20241111,C00933,S05,P0018,1,585.14,0,585.14,0.0,585.14,249.03,42.56
ORD006728,20251019,C00933,S05,P0011,2,3591.63,0,7183.26,0.0,7183.26,1869.24,26.02
ORD006728,20251019,C00933,S05,P0020,1,931.98,20,931.98,186.4,745.58,226.58,30.39
ORD006728,20251019,C00933,S05,P0019,2,801.36,0,1602.72,0.0,1602.72,562.5,35.1
ORD006729,20250218,C00933,S05,P0002,1,12555.43,10,12555.43,1255.54,11299.89,3249.17,28.75
ORD006729,20250218,C00933,S05,P0003,2,3328.98,0,6657.96,0.0,6657.96,1950.54,29.3
ORD006730,20251119,C00933,S05,P0010,1,1590.3,0,1590.3,0.0,1590.3,694.94,43.7
ORD006731,20240119,C00933,S05,P0018,2,585.14,0,1170.28,0.0,1170.28,498.06,42.56
ORD006731,20240119,C00933,S05,P0015,1,489.91,0,489.91,0.0,489.91,210.89,43.05
ORD006731,20240119,C00933,S05,P0006,3,477.0,5,1431.0,71.55,1359.45,402.84,29.63
ORD006731,20240119,C00933,S05,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD006732,20251018,C00933,S05,P0018,1,585.14,15,585.14,87.77,497.37,161.26,32.42
ORD006732,20251018,C00933,S05,P0002,1,12555.43,5,12555.43,627.77,11927.66,3876.94,32.5
ORD006732,20251018,C00933,S05,P0010,3,1590.3,0,4770.9,0.0,4770.9,2084.82,43.7
ORD006732,20251018,C00933,S05,P0021,1,766.11,0,766.11,0.0,766.11,205.42,26.81
ORD006733,20250613,C00933,S05,P0010,3,1590.3,0,4770.9,0.0,4770.9,2084.82,43.7
ORD006733,20250613,C00933,S05,P0009,1,1860.78,0,1860.78,0.0,1860.78,773.89,41.59
ORD006734,20241004,C00933,S05,P0007,2,2115.17,0,4230.34,0.0,4230.34,1864.36,44.07
ORD006734,20241004,C00933,S05,P0021,1,766.11,5,766.11,38.31,727.8,167.11,22.96
ORD006734,20241004,C00933,S05,P0009,1,1860.78,15,1860.78,279.12,1581.66,494.77,31.28
ORD006735,20250604,C00933,S05,P0021,2,766.11,0,1532.22,0.0,1532.22,410.84,26.81
ORD006735,20250604,C00933,S05,P0010,1,1590.3,10,1590.3,159.03,1431.27,535.91,37.44
ORD006736,20250608,C00933,S05,P0015,1,489.91,0,489.91,0.0,489.91,210.89,43.05
ORD006736,20250608,C00933,S05,P0022,1,2417.48,20,2417.48,483.5,1933.98,479.25,24.78
ORD006736,20250608,C00933,S05,P0010,1,1590.3,15,1590.3,238.54,1351.76,456.4,33.76
ORD006737,20250322,C00933,S05,P0021,1,766.11,15,766.11,114.92,651.19,90.5,13.9
ORD006737,20250322,C00933,S05,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD006737,20250322,C00933,S05,P0002,2,12555.43,0,25110.86,0.0,25110.86,9009.42,35.88
ORD006738,20251112,C00933,S05,P0015,1,489.91,0,489.91,0.0,489.91,210.89,43.05
ORD006738,20251112,C00933,S05,P0021,1,766.11,0,766.11,0.0,766.11,205.42,26.81
ORD006738,20251112,C00933,S05,P0016,1,764.06,0,764.06,0.0,764.06,239.27,31.32
ORD006738,20251112,C00933,S05,P0004,1,1517.39,15,1517.39,227.61,1289.78,394.62,30.6
ORD006739,20251105,C00933,S05,P0013,3,1448.2,5,4344.6,217.23,4127.37,1035.42,25.09
ORD006739,20251105,C00933,S05,P0002,1,12555.43,20,12555.43,2511.09,10044.34,1993.62,19.85
ORD006740,20240629,C00933,S05,P0022,1,2417.48,10,2417.48,241.75,2175.73,721.0,33.14
ORD006740,20240629,C00933,S05,P0008,1,4597.53,0,4597.53,0.0,4597.53,1510.25,32.85
ORD006740,20240629,C00933,S05,P0011,1,3591.63,0,3591.63,0.0,3591.63,934.62,26.02
ORD006741,20250628,C00934,S02,P0022,1,2417.48,5,2417.48,120.87,2296.61,841.88,36.66
ORD006741,20250628,C00934,S02,P0016,3,764.06,5,2292.18,114.61,2177.57,603.2,27.7
ORD006741,20250628,C00934,S02,P0011,2,3591.63,0,7183.26,0.0,7183.26,1869.24,26.02
ORD006741,20250628,C00934,S02,P0001,2,3435.35,15,6870.7,1030.6,5840.1,1557.78,26.67
ORD006742,20250630,C00934,S02,P0016,2,764.06,0,1528.12,0.0,1528.12,478.54,31.32
ORD006742,20250630,C00934,S02,P0014,2,668.87,0,1337.74,0.0,1337.74,520.48,38.91
ORD006742,20250630,C00934,S02,P0001,1,3435.35,0,3435.35,0.0,3435.35,1294.19,37.67
ORD006743,20251017,C00934,S02,P0018,1,585.14,10,585.14,58.51,526.63,190.52,36.18
ORD006744,20250108,C00935,S08,P0012,2,4908.73,5,9817.46,490.87,9326.59,2030.97,21.78
ORD006744,20250108,C00935,S08,P0007,1,2115.17,0,2115.17,0.0,2115.17,932.18,44.07
ORD006745,20250427,C00935,S08,P0006,1,477.0,0,477.0,0.0,477.0,158.13,33.15
ORD006745,20250427,C00935,S08,P0010,3,1590.3,0,4770.9,0.0,4770.9,2084.82,43.7
ORD006746,20240305,C00935,S08,P0021,2,766.11,0,1532.22,0.0,1532.22,410.84,26.81
ORD006747,20241223,C00936,S03,P0002,1,12555.43,0,12555.43,0.0,12555.43,4504.71,35.88
ORD006747,20241223,C00936,S03,P0014,2,668.87,0,1337.74,0.0,1337.74,520.48,38.91
ORD006748,20250617,C00936,S03,P0004,1,1517.39,0,1517.39,0.0,1517.39,622.23,41.01
ORD006749,20250307,C00936,S03,P0009,2,1860.78,5,3721.56,186.08,3535.48,1361.7,38.52
ORD006749,20250307,C00936,S03,P0018,1,585.14,0,585.14,0.0,585.14,249.03,42.56
ORD006750,20251111,C00936,S03,P0004,3,1517.39,10,4552.17,455.22,4096.95,1411.47,34.45
ORD006751,20250602,C00936,S03,P0004,2,1517.39,10,3034.78,303.48,2731.3,940.98,34.45
ORD006752,20250122,C00936,S03,P0005,1,623.81,0,623.81,0.0,623.81,216.56,34.72
ORD006753,20240927,C00936,S03,P0018,3,585.14,0,1755.42,0.0,1755.42,747.09,42.56
ORD006754,20250309,C00936,S03,P0013,1,1448.2,0,1448.2,0.0,1448.2,417.55,28.83
ORD006755,20251127,C00936,S03,P0017,2,1607.48,0,3214.96,0.0,3214.96,1163.72,36.2
ORD006755,20251127,C00936,S03,P0003,2,3328.98,0,6657.96,0.0,6657.96,1950.54,29.3
ORD006756,20251219,C00936,S03,P0016,3,764.06,10,2292.18,229.22,2062.96,488.59,23.68
